ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_jas25
2025,07,1797302,2,0122,1,1,20250717973022012211,1,1,1,1,2,,2,27,1,1,14,10,1997,1,,,,,,,,,,,,,,,,3314,2824,3,5,1,,3,80,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,2500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,2500,,,,,,,,166,2500,2500,2666,1,791.0990470804874
2025,07,1797302,2,0125,1,1,20250717973022012511,1,1,1,1,2,,2,52,1,1,17,1,1973,1,,,,,,,,,,,,,,,,2342,8510,3,2,,,5,1000,0,6,6,6,6,6,0,30,,30,1,,2,,2,2,4,1400,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1400,,,,,,,,,1400,1400,1400,1,662.6716685350572
2025,07,1797302,2,0125,1,1,20250717973022012512,1,2,2,1,2,,1,62,2,2,1,2,1963,1,,,,,,,,,,,,,,,,8331,4921,1,,3,2,1,2,0,12,12,12,12,12,15,75,,75,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,1,2,2,2,2,2,10,7,1,,,1700,,,,,,,1700,1700,1700,1,733.2734079451852
2025,07,1797302,2,0125,1,1,20250717973022012513,1,3,3,1,2,,1,22,3,3,20,11,2002,1,,,,,,,,,,,,,,,,7231,4520,3,5,3,2,1,3,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,2,300,,,,,,,,,,,,,,,2,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1299,,,,,,,,,1299,1299,1299,1,693.6425498115913
2025,07,1797302,2,0125,1,1,20250717973022012514,1,4,3,1,2,,1,17,4,4,18,2,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,693.6425498115913
2025,07,1797302,2,0262,1,1,20250717973022026211,1,1,1,1,2,,1,68,1,1,29,6,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,1,3,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,733.2734079451852
2025,07,18237,1,0073,1,1,202507182371007311,1,1,1,1,2,,1,91,1,1,25,12,1933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,527.8071204995628
2025,07,18237,1,0075,1,1,202507182371007511,1,1,1,1,2,,2,61,1,1,13,4,1964,1,,,,,,,,,,,,,,,,5212,4761,2,,2,2,1,1,4,12,12,12,12,12,6,70,,70,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,550,20,,,,,,570,570,570,1,476.98828488305855
2025,07,18237,1,0077,1,1,202507182371007711,1,1,1,1,2,,1,49,1,1,3,2,1976,1,,,,,,,,,,,,,,,,7212,4290,3,5,1,,4,200,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,4,2500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,1,2500,,,,,,,,492,2500,2500,2992,1,527.8071204995628
2025,07,18237,1,0077,1,1,202507182371007712,1,2,2,1,2,,2,47,2,2,11,12,1977,1,,,,,,,,,,,,,,,,4132,8219,2,,3,2,1,1,0,0,0,2,2,0,0,4,2,6,1,,2,,2,2,,,,,,,,40,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,120,,,40,,,,160,120,160,1,476.98828488305855
2025,07,18237,1,0077,1,1,202507182371007713,1,3,3,1,2,,1,18,3,1,12,10,2006,1,,,,,,,,,,,,,,,,7212,3313,3,5,1,,3,70,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,4,1200,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,1,1200,,,,,,,,,1200,1200,1200,1,499.2809951992674
2025,07,18237,1,0077,1,1,202507182371007714,1,4,3,1,2,,1,14,4,4,7,5,2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,3,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,499.2809951992674
2025,07,18237,1,0213,1,1,202507182371021311,1,1,1,1,2,,1,59,1,1,30,11,1965,1,,,,,,,,,,,,,,,,9112,9491,3,5,1,,1,14,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,1225,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,5,4,,2,2,2,2,2,2,10,7,1,1225,,,,,,,,249,1225,1225,1474,1,527.8071204995628
2025,07,18237,1,0213,1,1,202507182371021312,1,2,7,1,2,,2,61,2,2,21,1,1964,1,,,,,,,,,,,,,,,,5329,8620,3,5,1,,2,23,0,11,11,11,11,11,5,60,,60,1,,1,1,1,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,475,2000,2000,2475,1,476.98828488305855
2025,07,18373,1,0132,1,1,202507183731013211,1,1,1,1,2,,1,40,1,1,14,4,1985,1,,,,,,,,,,,,,,,,5414,8010,3,4,1,,3,100,0,12,12,12,12,12,12,72,,72,1,,2,,2,2,4,2100,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2100,,,,,,,,427,2100,2100,2527,1,446.6087248091195
2025,07,18373,1,0133,1,1,202507183731013311,1,1,1,1,2,,2,37,1,1,30,4,1988,1,,,,,,,,,,,,,,,,9112,8121,2,,3,2,1,1,0,0,4,0,0,0,4,8,,8,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,400,,,,,,,400,400,400,1,438.31390297121493
2025,07,18373,1,0133,1,1,202507183731013312,1,2,3,1,2,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,18373,1,0133,1,1,202507183731013313,1,3,3,1,2,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,18373,1,0133,1,1,202507183731013314,1,4,3,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,18373,1,0134,1,1,202507183731013411,1,1,1,1,2,,2,69,1,1,29,6,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,7,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,3,,,,,,,,,,,,,1,367.15782492213845
2025,07,18373,1,0134,1,1,202507183731013412,1,2,3,1,2,,2,41,2,2,2,11,1983,1,,,,,,,,,,,,,,,,4419,8411,3,2,,,5,1000,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,2200,,,,,,,,,,,,,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,8,1,2200,,,,,,,,,2200,2200,2200,1,438.31390297121493
2025,07,18373,1,0134,1,1,202507183731013413,1,3,5,1,2,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,18373,1,0134,1,1,202507183731013414,1,4,3,1,2,,2,30,4,4,1,8,1994,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,5,3,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,438.31390297121493
2025,07,18373,1,0134,1,1,202507183731013415,1,5,5,1,2,,1,16,5,5,4,5,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,2,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,384.31745607183274
2025,07,18373,1,0134,1,1,202507183731013416,1,6,5,1,2,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,18373,1,0134,1,1,202507183731013417,1,7,5,1,2,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,18373,1,0135,1,1,202507183731013511,1,1,1,1,2,,1,55,1,1,20,10,1969,1,,,,,,,,,,,,,,,,7111,4100,3,5,1,,2,46,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,5,1,2000,,,,,,,,,2000,2000,2000,1,406.2752073429789
2025,07,18373,1,0135,1,1,202507183731013512,1,2,2,1,2,,2,63,2,3,26,8,1961,1,,,,,,,,,,,,,,,,9412,5629,3,5,3,2,1,2,0,0,0,0,5,5,0,10,,10,1,,1,1,1,2,2,120,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,520,,,,,,,,,520,520,520,1,367.15782492213845
2025,07,18373,1,0135,1,1,202507183731013513,1,3,3,1,2,,1,45,3,3,22,10,1979,2,1,,,,,,,,,,,,,,,8332,3812,3,5,1,,3,100,0,0,0,0,0,0,0,0,,72,2,72,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,674,2000,2000,2674,1,406.2752073429789
2025,07,17917,1,0091,1,1,202507179171009111,1,1,1,1,2,,1,37,1,1,8,1,1988,1,,,,,,,,,,,,,,,,1114,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,3000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,3000,,,,,,,,50,3000,3000,3050,1,559.3220830253242
2025,07,17917,1,0091,1,1,202507179171009112,1,2,7,1,2,,1,25,2,2,17,3,2000,1,,,,,,,,,,,,,,,,4417,5229,3,5,1,,3,52,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,4,1500,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,1500,,,,,,,,355,1500,1500,1855,1,559.3220830253242
2025,07,17917,1,0092,1,1,202507179171009211,1,1,1,1,2,,1,34,1,1,7,8,1990,1,,,,,,,,,,,,,,,,3314,4520,3,5,1,,1,2,0,7,7,7,7,7,0,35,,35,1,,2,,2,2,4,5000,,,,,,,,,,,,,,,1,3,1,1,1,2,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,5000,,,,,,,,500,5000,5000,5500,1,559.3220830253242
2025,07,17917,1,0092,1,1,202507179171009212,1,2,2,1,2,,2,38,2,2,21,6,1987,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,548.933846587078
2025,07,17917,1,0092,1,1,202507179171009213,1,3,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,17917,1,0092,1,1,202507179171009214,1,4,3,1,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,17917,1,0094,1,1,202507179171009411,1,1,1,1,2,,2,71,1,2,27,7,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,7,,,2,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,459.8196766582838
2025,07,17917,1,0094,1,1,202507179171009412,1,2,2,1,2,,1,69,2,2,8,2,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,1,3,,,1,4,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,10,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,508.8093506228348
2025,07,17468,1,0018,1,1,202507174681001811,,1,1,1,2,,1,70,1,1,19,3,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,438.4316550661355
2025,07,17468,1,0019,1,1,202507174681001911,,1,1,1,2,,1,59,1,1,1,1,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,5,4,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,1,438.4316550661355
2025,07,17468,1,0020,1,1,202507174681002011,,1,1,1,2,,2,69,1,1,31,7,1955,1,,,,,,,,,,,,,,,,5212,4771,2,,3,2,1,1,3,8,8,8,8,8,8,51,,51,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,2,2,1,,,1112,20,,,,,,1132,1132,1132,1,396.21815444721716
2025,07,17468,1,0021,1,1,202507174681002111,,1,1,1,2,,2,68,1,1,13,6,1957,1,,,,,,,,,,,,,,,,5223,4711,4,,3,2,1,3,2,2,2,2,2,2,2,14,,,1,,2,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,2,2,4,,,,,,,,,,,,,1,396.21815444721716
2025,07,17468,1,0021,1,1,202507174681002112,,2,3,1,2,,2,46,2,2,27,5,1979,1,,,,,,,,,,,,,,,,5212,4711,2,,3,2,1,3,12,12,12,12,12,12,12,84,,84,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1100,900,,,,,,2000,2000,2000,1,396.21815444721716
2025,07,17468,1,0021,1,1,202507174681002113,,3,4,1,1,,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,07,17468,1,0021,1,1,202507174681002114,,4,5,1,2,,2,15,4,4,12,5,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,426.9260007849223
2025,07,17468,1,0021,1,1,202507174681002115,,5,5,1,2,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,17468,1,0021,1,1,202507174681002116,,6,8,1,2,,2,42,6,6,27,12,1982,1,,,,,,,,,,,,,,,,5223,4711,4,,3,2,1,3,3,3,3,3,3,3,3,21,,21,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,1,473.0061949262293
2025,07,17468,1,0021,1,1,202507174681002117,,7,11,1,2,,1,37,7,7,17,5,1988,1,,,,,,,,,,,,,,,,8331,4921,2,,3,2,1,1,0,13,13,13,13,13,13,78,,78,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,2,2,1,,,3000,,,,,,,3000,3000,3000,1,481.9575471159313
2025,07,17468,1,0021,1,1,202507174681002118,,8,8,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
